Id;Vertices;Edges
0;1;2;0;8;1
0;2;3;1;9;2
0;3;4;2;10;3
0;4;1;3;11;0
5;1;2;4;8;5
5;2;3;5;9;6
5;3;4;6;10;7
5;4;1;7;11;4
